Names,Year,Total,Gender,Type
Corinna,2014,0,Girl,Greece
Dorothea,2014,0,Girl,Greece
Eugenia,2014,0,Girl,Greece
Eva,2015,159,Girl,Greece
Zoe,2015,204,Girl,Greece
Maria,2015,119,Girl,Greece
Alexandra,2015,82,Girl,Greece
Catherine,2015,33,Girl,Greece
Georgia,2015,64,Girl,Greece
Vanessa,2015,37,Girl,Greece
Natasha,2015,9,Girl,Greece
Christina,2015,15,Girl,Greece
Lydia,2015,20,Girl,Greece
Helen,2015,23,Girl,Greece
Natalie,2015,27,Girl,Greece
Phoebe,2015,54,Girl,Greece
Anastasia,2015,17,Girl,Greece
Alexia,2015,7,Girl,Greece
Marina,2015,0,Girl,Greece
Dora,2015,0,Girl,Greece
Irene,2015,3,Girl,Greece
Penelope,2015,19,Girl,Greece
Alexis,2015,14,Girl,Greece
Agnes,2015,0,Girl,Greece
Barbara,2015,15,Girl,Greece
Elina,2015,5,Girl,Greece
Fay,2015,6,Girl,Greece
Thalia,2015,8,Girl,Greece
Theodora,2015,0,Girl,Greece
Daphne,2015,0,Girl,Greece
Ophelia,2015,3,Girl,Greece
Stefania,2015,6,Girl,Greece
Stela,2015,0,Girl,Greece
Corinna,2015,0,Girl,Greece
Dorothea,2015,0,Girl,Greece
Eugenia,2015,0,Girl,Greece
Eva,2016,166,Girl,Greece
Zoe,2016,219,Girl,Greece
Maria,2016,109,Girl,Greece
Alexandra,2016,64,Girl,Greece
Catherine,2016,27,Girl,Greece
Georgia,2016,68,Girl,Greece
Vanessa,2016,22,Girl,Greece
Natasha,2016,3,Girl,Greece
Christina,2016,8,Girl,Greece
Lydia,2016,22,Girl,Greece
Helen,2016,18,Girl,Greece
Natalie,2016,19,Girl,Greece
Phoebe,2016,44,Girl,Greece
Anastasia,2016,17,Girl,Greece
Alexia,2016,10,Girl,Greece
Marina,2016,0,Girl,Greece
Dora,2016,3,Girl,Greece
Irene,2016,3,Girl,Greece
Penelope,2016,21,Girl,Greece
Alexis,2016,18,Girl,Greece
Agnes,2016,5,Girl,Greece
Barbara,2016,6,Girl,Greece
Elina,2016,0,Girl,Greece
Fay,2016,0,Girl,Greece
Thalia,2016,4,Girl,Greece
Theodora,2016,0,Girl,Greece
Daphne,2016,0,Girl,Greece
Ophelia,2016,0,Girl,Greece
Stefania,2016,4,Girl,Greece
Stela,2016,0,Girl,Greece
Corinna,2016,0,Girl,Greece
Dorothea,2016,0,Girl,Greece
Eugenia,2016,0,Girl,Greece
Eva,2017,144,Girl,Greece
Zoe,2017,189,Girl,Greece
Maria,2017,112,Girl,Greece
Alexandra,2017,54,Girl,Greece
Catherine,2017,28,Girl,Greece
Georgia,2017,77,Girl,Greece
Vanessa,2017,24,Girl,Greece
Natasha,2017,5,Girl,Greece
Christina,2017,9,Girl,Greece
Lydia,2017,22,Girl,Greece
Helen,2017,14,Girl,Greece
Natalie,2017,13,Girl,Greece
Phoebe,2017,41,Girl,Greece
Anastasia,2017,17,Girl,Greece
Alexia,2017,7,Girl,Greece
Marina,2017,3,Girl,Greece
Dora,2017,0,Girl,Greece
Irene,2017,5,Girl,Greece
Penelope,2017,43,Girl,Greece
Alexis,2017,16,Girl,Greece
Agnes,2017,6,Girl,Greece
Barbara,2017,4,Girl,Greece
Elina,2017,0,Girl,Greece
Fay,2017,0,Girl,Greece
Thalia,2017,4,Girl,Greece
Theodora,2017,10,Girl,Greece
Daphne,2017,3,Girl,Greece
Ophelia,2017,6,Girl,Greece
Stefania,2017,6,Girl,Greece
Stela,2017,0,Girl,Greece
Corinna,2017,0,Girl,Greece
Dorothea,2017,0,Girl,Greece
Eugenia,2017,0,Girl,Greece
Eva,2018,136,Girl,Greece
Zoe,2018,170,Girl,Greece
Maria,2018,100,Girl,Greece
Alexandra,2018,51,Girl,Greece
Catherine,2018,44,Girl,Greece
Georgia,2018,72,Girl,Greece
Vanessa,2018,18,Girl,Greece
Natasha,2018,5,Girl,Greece
Christina,2018,7,Girl,Greece
Lydia,2018,16,Girl,Greece
Helen,2018,18,Girl,Greece
Natalie,2018,14,Girl,Greece
Phoebe,2018,53,Girl,Greece
Anastasia,2018,15,Girl,Greece
Alexia,2018,3,Girl,Greece
Marina,2018,5,Girl,Greece
Dora,2018,0,Girl,Greece
Irene,2018,5,Girl,Greece
Penelope,2018,33,Girl,Greece
Alexis,2018,13,Girl,Greece
Agnes,2018,7,Girl,Greece
Barbara,2018,5,Girl,Greece
Elina,2018,0,Girl,Greece
Fay,2018,0,Girl,Greece
Thalia,2018,5,Girl,Greece
Theodora,2018,6,Girl,Greece
Daphne,2018,4,Girl,Greece
Ophelia,2018,3,Girl,Greece
Stefania,2018,4,Girl,Greece
Stela,2018,3,Girl,Greece
Corinna,2018,0,Girl,Greece
Dorothea,2018,0,Girl,Greece
Eugenia,2018,0,Girl,Greece
Eva,2019,144,Girl,Greece
Zoe,2019,139,Girl,Greece
Maria,2019,93,Girl,Greece
Alexandra,2019,65,Girl,Greece
Catherine,2019,22,Girl,Greece
Georgia,2019,70,Girl,Greece
Vanessa,2019,24,Girl,Greece
Natasha,2019,0,Girl,Greece
Christina,2019,13,Girl,Greece
Lydia,2019,21,Girl,Greece
Helen,2019,10,Girl,Greece
Natalie,2019,10,Girl,Greece
Phoebe,2019,39,Girl,Greece
Anastasia,2019,27,Girl,Greece
Alexia,2019,5,Girl,Greece
Marina,2019,3,Girl,Greece
Dora,2019,5,Girl,Greece
Irene,2019,7,Girl,Greece
Penelope,2019,46,Girl,Greece
Alexis,2019,4,Girl,Greece
Agnes,2019,6,Girl,Greece
Barbara,2019,5,Girl,Greece
Elina,2019,4,Girl,Greece
Fay,2019,0,Girl,Greece
Thalia,2019,4,Girl,Greece
Theodora,2019,5,Girl,Greece
Daphne,2019,0,Girl,Greece
Ophelia,2019,0,Girl,Greece
Stefania,2019,7,Girl,Greece
Stela,2019,0,Girl,Greece
Corinna,2019,0,Girl,Greece
Dorothea,2019,0,Girl,Greece
Eugenia,2019,0,Girl,Greece
Eva,2020,131,Girl,Greece
Zoe,2020,125,Girl,Greece
Maria,2020,78,Girl,Greece
Alexandra,2020,47,Girl,Greece
Catherine,2020,29,Girl,Greece
Georgia,2020,44,Girl,Greece
Vanessa,2020,9,Girl,Greece
Natasha,2020,6,Girl,Greece
Christina,2020,10,Girl,Greece
Lydia,2020,21,Girl,Greece
Helen,2020,12,Girl,Greece
Natalie,2020,9,Girl,Greece
Phoebe,2020,40,Girl,Greece
Anastasia,2020,23,Girl,Greece
Alexia,2020,5,Girl,Greece
Marina,2020,7,Girl,Greece
Dora,2020,0,Girl,Greece
Irene,2020,3,Girl,Greece
Penelope,2020,26,Girl,Greece
Alexis,2020,0,Girl,Greece
Agnes,2020,3,Girl,Greece
Barbara,2020,7,Girl,Greece
Elina,2020,3,Girl,Greece
Fay,2020,0,Girl,Greece
Thalia,2020,6,Girl,Greece
Theodora,2020,8,Girl,Greece
Daphne,2020,6,Girl,Greece
Ophelia,2020,3,Girl,Greece
Stefania,2020,3,Girl,Greece
Stela,2020,3,Girl,Greece
Corinna,2020,0,Girl,Greece
Dorothea,2020,0,Girl,Greece
Eugenia,2020,0,Girl,Greece
Daniel,1964,395,Boy,Biblical
James,1964,1554,Boy,Biblical
Michael,1964,2157,Boy,Biblical
Matthew,1964,89,Boy,Biblical
Ethan,1964,0,Boy,Biblical
Noah,1964,0,Boy,Biblical
Benjamin,1964,13,Boy,Biblical
Jacob,1964,0,Boy,Biblical
Elijah,1964,0,Boy,Biblical
Levi,1964,0,Boy,Biblical
Josiah,1964,0,Boy,Biblical
Daniel,1965,344,Boy,Biblical
James,1965,1464,Boy,Biblical
Michael,1965,2057,Boy,Biblical
Matthew,1965,129,Boy,Biblical
Ethan,1965,0,Boy,Biblical
Noah,1965,0,Boy,Biblical
Benjamin,1965,12,Boy,Biblical
Jacob,1965,0,Boy,Biblical
Elijah,1965,0,Boy,Biblical
Levi,1965,0,Boy,Biblical
Josiah,1965,0,Boy,Biblical
Daniel,1966,337,Boy,Biblical
James,1966,1446,Boy,Biblical
Michael,1966,2012,Boy,Biblical
Matthew,1966,120,Boy,Biblical
Ethan,1966,0,Boy,Biblical
Noah,1966,0,Boy,Biblical
Benjamin,1966,7,Boy,Biblical
Jacob,1966,0,Boy,Biblical
Elijah,1966,0,Boy,Biblical
Levi,1966,0,Boy,Biblical
Josiah,1966,0,Boy,Biblical
Daniel,1967,304,Boy,Biblical
James,1967,1349,Boy,Biblical
Michael,1967,1958,Boy,Biblical
Matthew,1967,99,Boy,Biblical
Ethan,1967,0,Boy,Biblical
Noah,1967,0,Boy,Biblical
Benjamin,1967,17,Boy,Biblical
Jacob,1967,0,Boy,Biblical
Elijah,1967,0,Boy,Biblical
Levi,1967,0,Boy,Biblical
Josiah,1967,0,Boy,Biblical
Daniel,1968,324,Boy,Biblical
James,1968,1275,Boy,Biblical
Michael,1968,1825,Boy,Biblical
Matthew,1968,104,Boy,Biblical
Ethan,1968,0,Boy,Biblical
Noah,1968,0,Boy,Biblical
Benjamin,1968,12,Boy,Biblical
Jacob,1968,0,Boy,Biblical
Elijah,1968,0,Boy,Biblical
Levi,1968,0,Boy,Biblical
Josiah,1968,0,Boy,Biblical
Daniel,1969,298,Boy,Biblical
James,1969,1186,Boy,Biblical
Michael,1969,1753,Boy,Biblical
Matthew,1969,95,Boy,Biblical
Ethan,1969,0,Boy,Biblical
Noah,1969,0,Boy,Biblical
Benjamin,1969,15,Boy,Biblical
Jacob,1969,0,Boy,Biblical
Elijah,1969,0,Boy,Biblical
Levi,1969,0,Boy,Biblical
Josiah,1969,0,Boy,Biblical
Daniel,1970,330,Boy,Biblical
James,1970,1130,Boy,Biblical
Michael,1970,1708,Boy,Biblical
Matthew,1970,92,Boy,Biblical
Ethan,1970,0,Boy,Biblical
Noah,1970,0,Boy,Biblical
Benjamin,1970,13,Boy,Biblical
Jacob,1970,0,Boy,Biblical
Elijah,1970,0,Boy,Biblical
Levi,1970,0,Boy,Biblical
Josiah,1970,0,Boy,Biblical
Daniel,1971,288,Boy,Biblical
James,1971,1190,Boy,Biblical
Michael,1971,1745,Boy,Biblical
Matthew,1971,92,Boy,Biblical
Ethan,1971,0,Boy,Biblical
Noah,1971,0,Boy,Biblical
Benjamin,1971,12,Boy,Biblical
Jacob,1971,0,Boy,Biblical
Elijah,1971,0,Boy,Biblical
Levi,1971,0,Boy,Biblical
Josiah,1971,0,Boy,Biblical
Daniel,1972,257,Boy,Biblical
James,1972,1128,Boy,Biblical
Michael,1972,1639,Boy,Biblical
Matthew,1972,116,Boy,Biblical
Ethan,1972,0,Boy,Biblical
Noah,1972,0,Boy,Biblical
Benjamin,1972,9,Boy,Biblical
Jacob,1972,0,Boy,Biblical
Elijah,1972,0,Boy,Biblical
Levi,1972,0,Boy,Biblical
Josiah,1972,0,Boy,Biblical
Daniel,1973,285,Boy,Biblical
James,1973,1002,Boy,Biblical
Michael,1973,1600,Boy,Biblical
Matthew,1973,99,Boy,Biblical
Ethan,1973,0,Boy,Biblical
Noah,1973,0,Boy,Biblical
Benjamin,1973,9,Boy,Biblical
Jacob,1973,0,Boy,Biblical
Elijah,1973,0,Boy,Biblical
Levi,1973,0,Boy,Biblical
Josiah,1973,0,Boy,Biblical
Daniel,1974,268,Boy,Biblical
James,1974,1059,Boy,Biblical
Michael,1974,1536,Boy,Biblical
Matthew,1974,102,Boy,Biblical
Ethan,1974,0,Boy,Biblical
Noah,1974,0,Boy,Biblical
Benjamin,1974,13,Boy,Biblical
Jacob,1974,0,Boy,Biblical
Elijah,1974,0,Boy,Biblical
Levi,1974,0,Boy,Biblical
Josiah,1974,0,Boy,Biblical
Daniel,1975,304,Boy,Biblical
James,1975,1033,Boy,Biblical
Michael,1975,1389,Boy,Biblical
Matthew,1975,87,Boy,Biblical
Ethan,1975,0,Boy,Biblical
Noah,1975,0,Boy,Biblical
Benjamin,1975,10,Boy,Biblical
Jacob,1975,0,Boy,Biblical
Elijah,1975,0,Boy,Biblical
Levi,1975,0,Boy,Biblical
Josiah,1975,0,Boy,Biblical
Daniel,1976,309,Boy,Biblical
James,1976,1010,Boy,Biblical
Michael,1976,1413,Boy,Biblical
Matthew,1976,106,Boy,Biblical
Ethan,1976,0,Boy,Biblical
Noah,1976,0,Boy,Biblical
Benjamin,1976,13,Boy,Biblical
Jacob,1976,0,Boy,Biblical
Elijah,1976,0,Boy,Biblical
Levi,1976,0,Boy,Biblical
Josiah,1976,0,Boy,Biblical
Daniel,1977,316,Boy,Biblical
James,1977,927,Boy,Biblical
Michael,1977,1349,Boy,Biblical
Matthew,1977,92,Boy,Biblical
Ethan,1977,0,Boy,Biblical
Noah,1977,0,Boy,Biblical
Benjamin,1977,18,Boy,Biblical
Jacob,1977,0,Boy,Biblical
Elijah,1977,0,Boy,Biblical
Levi,1977,0,Boy,Biblical
Josiah,1977,0,Boy,Biblical
Daniel,1978,322,Boy,Biblical
James,1978,949,Boy,Biblical
Michael,1978,1327,Boy,Biblical
Matthew,1978,111,Boy,Biblical
Ethan,1978,0,Boy,Biblical
Noah,1978,0,Boy,Biblical
Benjamin,1978,15,Boy,Biblical
Jacob,1978,0,Boy,Biblical
Elijah,1978,0,Boy,Biblical
Levi,1978,0,Boy,Biblical
Josiah,1978,0,Boy,Biblical
Daniel,1979,350,Boy,Biblical
James,1979,1023,Boy,Biblical
Michael,1979,1332,Boy,Biblical
Matthew,1979,98,Boy,Biblical
Ethan,1979,0,Boy,Biblical
Noah,1979,0,Boy,Biblical
Benjamin,1979,27,Boy,Biblical
Jacob,1979,0,Boy,Biblical
Elijah,1979,0,Boy,Biblical
Levi,1979,0,Boy,Biblical
Josiah,1979,0,Boy,Biblical
Daniel,1980,373,Boy,Biblical
James,1980,1087,Boy,Biblical
Michael,1980,1426,Boy,Biblical
Matthew,1980,110,Boy,Biblical
Ethan,1980,0,Boy,Biblical
Noah,1980,0,Boy,Biblical
Benjamin,1980,9,Boy,Biblical
Jacob,1980,3,Boy,Biblical
Elijah,1980,0,Boy,Biblical
Levi,1980,0,Boy,Biblical
Josiah,1980,0,Boy,Biblical
Daniel,1981,431,Boy,Biblical
James,1981,1098,Boy,Biblical
Michael,1981,1320,Boy,Biblical
Matthew,1981,114,Boy,Biblical
Ethan,1981,0,Boy,Biblical
Noah,1981,0,Boy,Biblical
Benjamin,1981,15,Boy,Biblical
Jacob,1981,3,Boy,Biblical
Elijah,1981,0,Boy,Biblical
Levi,1981,0,Boy,Biblical
Josiah,1981,0,Boy,Biblical
Daniel,1982,395,Boy,Biblical
James,1982,1034,Boy,Biblical
Michael,1982,1254,Boy,Biblical
Matthew,1982,133,Boy,Biblical
Ethan,1982,0,Boy,Biblical
Noah,1982,0,Boy,Biblical
Benjamin,1982,13,Boy,Biblical
Jacob,1982,0,Boy,Biblical
Elijah,1982,0,Boy,Biblical
Levi,1982,0,Boy,Biblical
Josiah,1982,0,Boy,Biblical
Daniel,1983,455,Boy,Biblical
James,1983,993,Boy,Biblical
Michael,1983,1174,Boy,Biblical
Matthew,1983,157,Boy,Biblical
Ethan,1983,0,Boy,Biblical
Noah,1983,0,Boy,Biblical
Benjamin,1983,17,Boy,Biblical
Jacob,1983,0,Boy,Biblical
Elijah,1983,0,Boy,Biblical
Levi,1983,0,Boy,Biblical
Josiah,1983,0,Boy,Biblical
Daniel,1984,462,Boy,Biblical
James,1984,955,Boy,Biblical
Michael,1984,1214,Boy,Biblical
Matthew,1984,143,Boy,Biblical
Ethan,1984,0,Boy,Biblical
Noah,1984,0,Boy,Biblical
Benjamin,1984,32,Boy,Biblical
Jacob,1984,0,Boy,Biblical
Elijah,1984,0,Boy,Biblical
Levi,1984,0,Boy,Biblical
Josiah,1984,0,Boy,Biblical
Daniel,1985,547,Boy,Biblical
James,1985,944,Boy,Biblical
Michael,1985,1078,Boy,Biblical
Matthew,1985,121,Boy,Biblical
Ethan,1985,0,Boy,Biblical
Noah,1985,0,Boy,Biblical
Benjamin,1985,36,Boy,Biblical
Jacob,1985,0,Boy,Biblical
Elijah,1985,0,Boy,Biblical
Levi,1985,0,Boy,Biblical
Josiah,1985,0,Boy,Biblical
Daniel,1986,557,Boy,Biblical
James,1986,982,Boy,Biblical
Michael,1986,1065,Boy,Biblical
Matthew,1986,127,Boy,Biblical
Ethan,1986,0,Boy,Biblical
Noah,1986,0,Boy,Biblical
Benjamin,1986,34,Boy,Biblical
Jacob,1986,0,Boy,Biblical
Elijah,1986,0,Boy,Biblical
Levi,1986,0,Boy,Biblical
Josiah,1986,0,Boy,Biblical
Daniel,1987,495,Boy,Biblical
James,1987,940,Boy,Biblical
Michael,1987,956,Boy,Biblical
Matthew,1987,138,Boy,Biblical
Ethan,1987,0,Boy,Biblical
Noah,1987,0,Boy,Biblical
Benjamin,1987,31,Boy,Biblical
Jacob,1987,3,Boy,Biblical
Elijah,1987,0,Boy,Biblical
Levi,1987,0,Boy,Biblical
Josiah,1987,0,Boy,Biblical
Daniel,1988,517,Boy,Biblical
James,1988,824,Boy,Biblical
Michael,1988,903,Boy,Biblical
Matthew,1988,165,Boy,Biblical
Ethan,1988,0,Boy,Biblical
Noah,1988,0,Boy,Biblical
Benjamin,1988,32,Boy,Biblical
Jacob,1988,0,Boy,Biblical
Elijah,1988,0,Boy,Biblical
Levi,1988,6,Boy,Biblical
Josiah,1988,0,Boy,Biblical
Daniel,1989,575,Boy,Biblical
James,1989,854,Boy,Biblical
Michael,1989,899,Boy,Biblical
Matthew,1989,129,Boy,Biblical
Ethan,1989,8,Boy,Biblical
Noah,1989,0,Boy,Biblical
Benjamin,1989,27,Boy,Biblical
Jacob,1989,3,Boy,Biblical
Elijah,1989,0,Boy,Biblical
Levi,1989,0,Boy,Biblical
Josiah,1989,0,Boy,Biblical
Daniel,1990,623,Boy,Biblical
James,1990,785,Boy,Biblical
Michael,1990,883,Boy,Biblical
Matthew,1990,165,Boy,Biblical
Ethan,1990,34,Boy,Biblical
Noah,1990,0,Boy,Biblical
Benjamin,1990,37,Boy,Biblical
Jacob,1990,4,Boy,Biblical
Elijah,1990,0,Boy,Biblical
Levi,1990,0,Boy,Biblical
Josiah,1990,0,Boy,Biblical
Daniel,1991,610,Boy,Biblical
James,1991,866,Boy,Biblical
Michael,1991,798,Boy,Biblical
Matthew,1991,182,Boy,Biblical
Ethan,1991,27,Boy,Biblical
Noah,1991,0,Boy,Biblical
Benjamin,1991,50,Boy,Biblical
Jacob,1991,7,Boy,Biblical
Elijah,1991,0,Boy,Biblical
Levi,1991,0,Boy,Biblical
Josiah,1991,0,Boy,Biblical
Daniel,1992,594,Boy,Biblical
James,1992,781,Boy,Biblical
Michael,1992,794,Boy,Biblical
Matthew,1992,183,Boy,Biblical
Ethan,1992,36,Boy,Biblical
Noah,1992,0,Boy,Biblical
Benjamin,1992,60,Boy,Biblical
Jacob,1992,6,Boy,Biblical
Elijah,1992,0,Boy,Biblical
Levi,1992,5,Boy,Biblical
Josiah,1992,0,Boy,Biblical
Daniel,1993,564,Boy,Biblical
James,1993,747,Boy,Biblical
Michael,1993,722,Boy,Biblical
Matthew,1993,208,Boy,Biblical
Ethan,1993,27,Boy,Biblical
Noah,1993,0,Boy,Biblical
Benjamin,1993,43,Boy,Biblical
Jacob,1993,13,Boy,Biblical
Elijah,1993,0,Boy,Biblical
Levi,1993,0,Boy,Biblical
Josiah,1993,0,Boy,Biblical
Daniel,1994,518,Boy,Biblical
James,1994,859,Boy,Biblical
Michael,1994,693,Boy,Biblical
Matthew,1994,162,Boy,Biblical
Ethan,1994,28,Boy,Biblical
Noah,1994,0,Boy,Biblical
Benjamin,1994,57,Boy,Biblical
Jacob,1994,15,Boy,Biblical
Elijah,1994,0,Boy,Biblical
Levi,1994,0,Boy,Biblical
Josiah,1994,0,Boy,Biblical
Daniel,1995,609,Boy,Biblical
James,1995,766,Boy,Biblical
Michael,1995,614,Boy,Biblical
Matthew,1995,181,Boy,Biblical
Ethan,1995,19,Boy,Biblical
Noah,1995,0,Boy,Biblical
Benjamin,1995,48,Boy,Biblical
Jacob,1995,12,Boy,Biblical
Elijah,1995,0,Boy,Biblical
Levi,1995,0,Boy,Biblical
Josiah,1995,0,Boy,Biblical
Daniel,1996,684,Boy,Biblical
James,1996,667,Boy,Biblical
Michael,1996,687,Boy,Biblical
Matthew,1996,216,Boy,Biblical
Ethan,1996,38,Boy,Biblical
Noah,1996,5,Boy,Biblical
Benjamin,1996,64,Boy,Biblical
Jacob,1996,14,Boy,Biblical
Elijah,1996,0,Boy,Biblical
Levi,1996,6,Boy,Biblical
Josiah,1996,0,Boy,Biblical
Daniel,1997,607,Boy,Biblical
James,1997,757,Boy,Biblical
Michael,1997,676,Boy,Biblical
Matthew,1997,234,Boy,Biblical
Ethan,1997,39,Boy,Biblical
Noah,1997,11,Boy,Biblical
Benjamin,1997,70,Boy,Biblical
Jacob,1997,16,Boy,Biblical
Elijah,1997,0,Boy,Biblical
Levi,1997,0,Boy,Biblical
Josiah,1997,0,Boy,Biblical
Daniel,1998,428,Boy,Biblical
James,1998,472,Boy,Biblical
Michael,1998,438,Boy,Biblical
Matthew,1998,281,Boy,Biblical
Ethan,1998,53,Boy,Biblical
Noah,1998,4,Boy,Biblical
Benjamin,1998,65,Boy,Biblical
Jacob,1998,17,Boy,Biblical
Elijah,1998,0,Boy,Biblical
Levi,1998,0,Boy,Biblical
Josiah,1998,0,Boy,Biblical
Daniel,1999,479,Boy,Biblical
James,1999,629,Boy,Biblical
Michael,1999,527,Boy,Biblical
Matthew,1999,259,Boy,Biblical
Ethan,1999,76,Boy,Biblical
Noah,1999,8,Boy,Biblical
Benjamin,1999,77,Boy,Biblical
Jacob,1999,19,Boy,Biblical
Elijah,1999,0,Boy,Biblical
Levi,1999,7,Boy,Biblical
Josiah,1999,0,Boy,Biblical
Daniel,2000,467,Boy,Biblical
James,2000,594,Boy,Biblical
Michael,2000,483,Boy,Biblical
Matthew,2000,275,Boy,Biblical
Ethan,2000,83,Boy,Biblical
Noah,2000,6,Boy,Biblical
Benjamin,2000,88,Boy,Biblical
Jacob,2000,39,Boy,Biblical
Elijah,2000,6,Boy,Biblical
Levi,2000,3,Boy,Biblical
Josiah,2000,0,Boy,Biblical
Daniel,2001,475,Boy,Biblical
James,2001,613,Boy,Biblical
Michael,2001,483,Boy,Biblical
Matthew,2001,287,Boy,Biblical
Ethan,2001,135,Boy,Biblical
Noah,2001,20,Boy,Biblical
Benjamin,2001,97,Boy,Biblical
Jacob,2001,37,Boy,Biblical
Elijah,2001,4,Boy,Biblical
Levi,2001,3,Boy,Biblical
Josiah,2001,0,Boy,Biblical
Daniel,2002,559,Boy,Biblical
James,2002,581,Boy,Biblical
Michael,2002,520,Boy,Biblical
Matthew,2002,351,Boy,Biblical
Ethan,2002,128,Boy,Biblical
Noah,2002,26,Boy,Biblical
Benjamin,2002,125,Boy,Biblical
Jacob,2002,37,Boy,Biblical
Elijah,2002,11,Boy,Biblical
Levi,2002,0,Boy,Biblical
Josiah,2002,0,Boy,Biblical
Daniel,2003,617,Boy,Biblical
James,2003,626,Boy,Biblical
Michael,2003,525,Boy,Biblical
Matthew,2003,304,Boy,Biblical
Ethan,2003,141,Boy,Biblical
Noah,2003,34,Boy,Biblical
Benjamin,2003,129,Boy,Biblical
Jacob,2003,42,Boy,Biblical
Elijah,2003,10,Boy,Biblical
Levi,2003,5,Boy,Biblical
Josiah,2003,0,Boy,Biblical
Daniel,2004,630,Boy,Biblical
James,2004,688,Boy,Biblical
Michael,2004,527,Boy,Biblical
Matthew,2004,361,Boy,Biblical
Ethan,2004,160,Boy,Biblical
Noah,2004,83,Boy,Biblical
Benjamin,2004,135,Boy,Biblical
Jacob,2004,36,Boy,Biblical
Elijah,2004,11,Boy,Biblical
Levi,2004,5,Boy,Biblical
Josiah,2004,0,Boy,Biblical
Daniel,2005,654,Boy,Biblical
James,2005,699,Boy,Biblical
Michael,2005,484,Boy,Biblical
Matthew,2005,379,Boy,Biblical
Ethan,2005,151,Boy,Biblical
Noah,2005,123,Boy,Biblical
Benjamin,2005,143,Boy,Biblical
Jacob,2005,51,Boy,Biblical
Elijah,2005,6,Boy,Biblical
Levi,2005,4,Boy,Biblical
Josiah,2005,0,Boy,Biblical
Daniel,2006,636,Boy,Biblical
James,2006,678,Boy,Biblical
Michael,2006,509,Boy,Biblical
Matthew,2006,395,Boy,Biblical
Ethan,2006,139,Boy,Biblical
Noah,2006,158,Boy,Biblical
Benjamin,2006,109,Boy,Biblical
Jacob,2006,54,Boy,Biblical
Elijah,2006,11,Boy,Biblical
Levi,2006,7,Boy,Biblical
Josiah,2006,0,Boy,Biblical
Daniel,2007,725,Boy,Biblical
James,2007,713,Boy,Biblical
Michael,2007,521,Boy,Biblical
Matthew,2007,430,Boy,Biblical
Ethan,2007,176,Boy,Biblical
Noah,2007,163,Boy,Biblical
Benjamin,2007,145,Boy,Biblical
Jacob,2007,75,Boy,Biblical
Elijah,2007,13,Boy,Biblical
Levi,2007,7,Boy,Biblical
Josiah,2007,0,Boy,Biblical
Daniel,2008,828,Boy,Biblical
James,2008,737,Boy,Biblical
Michael,2008,483,Boy,Biblical
Matthew,2008,408,Boy,Biblical
Ethan,2008,170,Boy,Biblical
Noah,2008,181,Boy,Biblical
Benjamin,2008,139,Boy,Biblical
Jacob,2008,71,Boy,Biblical
Elijah,2008,21,Boy,Biblical
Levi,2008,9,Boy,Biblical
Josiah,2008,0,Boy,Biblical
Daniel,2009,842,Boy,Biblical
James,2009,711,Boy,Biblical
Michael,2009,499,Boy,Biblical
Matthew,2009,343,Boy,Biblical
Ethan,2009,200,Boy,Biblical
Noah,2009,211,Boy,Biblical
Benjamin,2009,115,Boy,Biblical
Jacob,2009,69,Boy,Biblical
Elijah,2009,18,Boy,Biblical
Levi,2009,17,Boy,Biblical
Josiah,2009,0,Boy,Biblical
Daniel,2010,792,Boy,Biblical
James,2010,746,Boy,Biblical
Michael,2010,463,Boy,Biblical
Matthew,2010,344,Boy,Biblical
Ethan,2010,272,Boy,Biblical
Noah,2010,315,Boy,Biblical
Benjamin,2010,126,Boy,Biblical
Jacob,2010,100,Boy,Biblical
Elijah,2010,23,Boy,Biblical
Levi,2010,15,Boy,Biblical
Josiah,2010,0,Boy,Biblical
Daniel,2011,711,Boy,Biblical
James,2011,796,Boy,Biblical
Michael,2011,496,Boy,Biblical
Matthew,2011,331,Boy,Biblical
Ethan,2011,253,Boy,Biblical
Noah,2011,333,Boy,Biblical
Benjamin,2011,108,Boy,Biblical
Jacob,2011,131,Boy,Biblical
Elijah,2011,25,Boy,Biblical
Levi,2011,14,Boy,Biblical
Josiah,2011,4,Boy,Biblical
Daniel,2012,683,Boy,Biblical
James,2012,773,Boy,Biblical
Michael,2012,462,Boy,Biblical
Matthew,2012,336,Boy,Biblical
Ethan,2012,268,Boy,Biblical
Noah,2012,390,Boy,Biblical
Benjamin,2012,116,Boy,Biblical
Jacob,2012,140,Boy,Biblical
Elijah,2012,26,Boy,Biblical
Levi,2012,20,Boy,Biblical
Josiah,2012,3,Boy,Biblical
Daniel,2013,678,Boy,Biblical
James,2013,746,Boy,Biblical
Michael,2013,432,Boy,Biblical
Matthew,2013,323,Boy,Biblical
Ethan,2013,211,Boy,Biblical
Noah,2013,418,Boy,Biblical
Benjamin,2013,115,Boy,Biblical
Jacob,2013,158,Boy,Biblical
Elijah,2013,28,Boy,Biblical
Levi,2013,11,Boy,Biblical
Josiah,2013,0,Boy,Biblical
Daniel,2014,638,Boy,Biblical
James,2014,695,Boy,Biblical
Michael,2014,379,Boy,Biblical
Matthew,2014,260,Boy,Biblical
Ethan,2014,234,Boy,Biblical
Noah,2014,434,Boy,Biblical
Benjamin,2014,134,Boy,Biblical
